year,location_abbr,location_desc,data_source,topic_type,topicdesc,measuredesc,variable,data_value_unit,data_value_type,data_value,data_value_footnote_symbol,data_value_footnote,geolocation,topic_type_id,topic_id,measure_id,sub_measure_id,display_order
2006,NC,North Carolina,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Other,$,Millions of Dollars,200.2,*,"Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","{'latitude': '35.466220975', 'longitude': '-79.159250463', 'human_address': '{""address"": """", ""city"": """", ""state"": ""NC"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE006,06
2008,NC,North Carolina,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Other,$,Millions of Dollars,238,*,"Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","{'latitude': '35.466220975', 'longitude': '-79.159250463', 'human_address': '{""address"": """", ""city"": """", ""state"": ""NC"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE006,06
2009,WY,Wyoming,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Total,$,Millions of Dollars,257.7,†,Excludes dental expenditures,"{'latitude': '43.235541343', 'longitude': '-108.109830353', 'human_address': '{""address"": """", ""city"": """", ""state"": ""WY"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE001,01
2007,AL,Alabama,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,839,,,"{'latitude': '32.840571122', 'longitude': '-86.631860762', 'human_address': '{""address"": """", ""city"": """", ""state"": ""AL"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE003,03
2006,NY,New York,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,4756.2,,,"{'latitude': '42.827001032', 'longitude': '-75.543970427', 'human_address': '{""address"": """", ""city"": """", ""state"": ""NY"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE003,03
2009,IL,Illinois,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Other,$,Millions of Dollars,299.8,*,"Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","{'latitude': '40.485010283', 'longitude': '-88.997710178', 'human_address': '{""address"": """", ""city"": """", ""state"": ""IL"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE006,06
2006,ME,Maine,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Other,$,Millions of Dollars,62.4,*,"Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","{'latitude': '45.254228894001', 'longitude': '-68.985031336', 'human_address': '{""address"": """", ""city"": """", ""state"": ""ME"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE006,06
2005,AK,Alaska,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,196,,,"{'latitude': '64.845079957001', 'longitude': '-147.722059036', 'human_address': '{""address"": """", ""city"": """", ""state"": ""AK"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE003,03
2006,CA,California,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Total,$,Millions of Dollars,11170.8,†,Excludes dental expenditures,"{'latitude': '37.638640123', 'longitude': '-120.999999538', 'human_address': '{""address"": """", ""city"": """", ""state"": ""CA"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE001,01
2005,GA,Georgia,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Prescription Drugs,$,Millions of Dollars,551.2,,,"{'latitude': '32.839681093', 'longitude': '-83.627580346', 'human_address': '{""address"": """", ""city"": """", ""state"": ""GA"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE004,04
2009,AL,Alabama,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Ambulatory,$,Millions of Dollars,292.7,,,"{'latitude': '32.840571122', 'longitude': '-86.631860762', 'human_address': '{""address"": """", ""city"": """", ""state"": ""AL"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE002,02
2007,MD,Maryland,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Prescription Drugs,$,Millions of Dollars,482.8,,,"{'latitude': '39.290580964', 'longitude': '-76.609260111', 'human_address': '{""address"": """", ""city"": """", ""state"": ""MD"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE004,04
2009,NJ,New Jersey,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Other,$,Millions of Dollars,241.8,*,"Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","{'latitude': '40.130570048', 'longitude': '-74.273691288', 'human_address': '{""address"": """", ""city"": """", ""state"": ""NJ"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE006,06
2008,ME,Maine,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Other,$,Millions of Dollars,68,*,"Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","{'latitude': '45.254228894001', 'longitude': '-68.985031336', 'human_address': '{""address"": """", ""city"": """", ""state"": ""ME"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE006,06
2007,TN,Tennessee,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Prescription Drugs,$,Millions of Dollars,583.5,,,"{'latitude': '35.68094058', 'longitude': '-85.774490914', 'human_address': '{""address"": """", ""city"": """", ""state"": ""TN"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE004,04
2005,KY,Kentucky,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Nursing Home,$,Millions of Dollars,126.2,,,"{'latitude': '37.645970271', 'longitude': '-84.774971048', 'human_address': '{""address"": """", ""city"": """", ""state"": ""KY"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE005,05
2005,TX,Texas,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Nursing Home,$,Millions of Dollars,377.8,,,"{'latitude': '31.827240407', 'longitude': '-99.426770206', 'human_address': '{""address"": """", ""city"": """", ""state"": ""TX"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE005,05
2008,MN,Minnesota,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,1243.2,,,"{'latitude': '46.355648736', 'longitude': '-94.794200503', 'human_address': '{""address"": """", ""city"": """", ""state"": ""MN"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE003,03
2008,VT,Vermont,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,200.8,,,"{'latitude': '43.625381239', 'longitude': '-72.517640791', 'human_address': '{""address"": """", ""city"": """", ""state"": ""VT"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE003,03
2007,CT,Connecticut,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Total,$,Millions of Dollars,1856.2,†,Excludes dental expenditures,"{'latitude': '41.56266102', 'longitude': '-72.649840952', 'human_address': '{""address"": """", ""city"": """", ""state"": ""CT"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE001,01
2006,CT,Connecticut,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,780.4,,,"{'latitude': '41.56266102', 'longitude': '-72.649840952', 'human_address': '{""address"": """", ""city"": """", ""state"": ""CT"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE003,03
2006,ND,North Dakota,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Ambulatory,$,Millions of Dollars,31.5,,,"{'latitude': '47.475319779', 'longitude': '-100.118421049', 'human_address': '{""address"": """", ""city"": """", ""state"": ""ND"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE002,02
2005,WA,Washington,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Other,$,Millions of Dollars,123.2,*,"Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","{'latitude': '47.522278629', 'longitude': '-120.47001079', 'human_address': '{""address"": """", ""city"": """", ""state"": ""WA"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE006,06
2008,NJ,New Jersey,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,1770.8,,,"{'latitude': '40.130570048', 'longitude': '-74.273691288', 'human_address': '{""address"": """", ""city"": """", ""state"": ""NJ"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE003,03
2009,TX,Texas,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Total,$,Millions of Dollars,8855.6,†,Excludes dental expenditures,"{'latitude': '31.827240407', 'longitude': '-99.426770206', 'human_address': '{""address"": """", ""city"": """", ""state"": ""TX"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE001,01
2009,ND,North Dakota,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Nursing Home,$,Millions of Dollars,32.4,,,"{'latitude': '47.475319779', 'longitude': '-100.118421049', 'human_address': '{""address"": """", ""city"": """", ""state"": ""ND"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE005,05
2005,NM,New Mexico,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Prescription Drugs,$,Millions of Dollars,107.7,,,"{'latitude': '34.520880952', 'longitude': '-106.240580985', 'human_address': '{""address"": """", ""city"": """", ""state"": ""NM"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE004,04
2007,CA,California,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Ambulatory,$,Millions of Dollars,2298.7,,,"{'latitude': '37.638640123', 'longitude': '-120.999999538', 'human_address': '{""address"": """", ""city"": """", ""state"": ""CA"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE002,02
2006,WA,Washington,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,1143,,,"{'latitude': '47.522278629', 'longitude': '-120.47001079', 'human_address': '{""address"": """", ""city"": """", ""state"": ""WA"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE003,03
2008,MA,Massachusetts,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Other,$,Millions of Dollars,255.5,*,"Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","{'latitude': '42.27687047', 'longitude': '-72.082690675', 'human_address': '{""address"": """", ""city"": """", ""state"": ""MA"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE006,06
2007,WA,Washington,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Nursing Home,$,Millions of Dollars,167.2,,,"{'latitude': '47.522278629', 'longitude': '-120.47001079', 'human_address': '{""address"": """", ""city"": """", ""state"": ""WA"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE005,05
2007,IA,Iowa,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Total,$,Millions of Dollars,1169,†,Excludes dental expenditures,"{'latitude': '42.469400913', 'longitude': '-93.816490556', 'human_address': '{""address"": """", ""city"": """", ""state"": ""IA"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE001,01
2008,AK,Alaska,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Total,$,Millions of Dollars,410.2,†,Excludes dental expenditures,"{'latitude': '64.845079957001', 'longitude': '-147.722059036', 'human_address': '{""address"": """", ""city"": """", ""state"": ""AK"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE001,01
2007,DE,Delaware,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Ambulatory,$,Millions of Dollars,71.4,,,"{'latitude': '39.008830667', 'longitude': '-75.577741168', 'human_address': '{""address"": """", ""city"": """", ""state"": ""DE"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE002,02
2008,WA,Washington,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Ambulatory,$,Millions of Dollars,452.1,,,"{'latitude': '47.522278629', 'longitude': '-120.47001079', 'human_address': '{""address"": """", ""city"": """", ""state"": ""WA"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE002,02
2007,WY,Wyoming,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Prescription Drugs,$,Millions of Dollars,37.6,,,"{'latitude': '43.235541343', 'longitude': '-108.109830353', 'human_address': '{""address"": """", ""city"": """", ""state"": ""WY"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE004,04
2009,RI,Rhode Island,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Total,$,Millions of Dollars,639.6,†,Excludes dental expenditures,"{'latitude': '41.708280193', 'longitude': '-71.522470314', 'human_address': '{""address"": """", ""city"": """", ""state"": ""RI"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE001,01
2008,NC,North Carolina,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Nursing Home,$,Millions of Dollars,306.3,,,"{'latitude': '35.466220975', 'longitude': '-79.159250463', 'human_address': '{""address"": """", ""city"": """", ""state"": ""NC"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE005,05
2008,AZ,Arizona,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Prescription Drugs,$,Millions of Dollars,475,,,"{'latitude': '34.86597028', 'longitude': '-111.763811277', 'human_address': '{""address"": """", ""city"": """", ""state"": ""AZ"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE004,04
2005,ID,Idaho,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Ambulatory,$,Millions of Dollars,59.1,,,"{'latitude': '43.682630005', 'longitude': '-114.363730042', 'human_address': '{""address"": """", ""city"": """", ""state"": ""ID"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE002,02
2009,NY,New York,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Nursing Home,$,Millions of Dollars,912.6,,,"{'latitude': '42.827001032', 'longitude': '-75.543970427', 'human_address': '{""address"": """", ""city"": """", ""state"": ""NY"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE005,05
2005,IL,Illinois,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,2432.5,,,"{'latitude': '40.485010283', 'longitude': '-88.997710178', 'human_address': '{""address"": """", ""city"": """", ""state"": ""IL"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE003,03
2007,OK,Oklahoma,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Nursing Home,$,Millions of Dollars,102.6,,,"{'latitude': '35.472031356', 'longitude': '-97.521070214', 'human_address': '{""address"": """", ""city"": """", ""state"": ""OK"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE005,05
2008,IA,Iowa,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Prescription Drugs,$,Millions of Dollars,222.1,,,"{'latitude': '42.469400913', 'longitude': '-93.816490556', 'human_address': '{""address"": """", ""city"": """", ""state"": ""IA"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE004,04
2006,WV,West Virginia,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Other,$,Millions of Dollars,46.7,*,"Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","{'latitude': '38.665510202', 'longitude': '-80.712640135', 'human_address': '{""address"": """", ""city"": """", ""state"": ""WV"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE006,06
2007,SD,South Dakota,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Prescription Drugs,$,Millions of Dollars,47.8,,,"{'latitude': '44.353130053', 'longitude': '-100.373530637', 'human_address': '{""address"": """", ""city"": """", ""state"": ""SD"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE004,04
2009,CO,Colorado,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,1011.4,,,"{'latitude': '38.843840757', 'longitude': '-106.133610921', 'human_address': '{""address"": """", ""city"": """", ""state"": ""CO"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE003,03
2006,DC,District of Columbia,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,222.2,,,"{'latitude': '38.890371385', 'longitude': '-77.031961127', 'human_address': '{""address"": """", ""city"": """", ""state"": ""DC"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE003,03
2007,IL,Illinois,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Other,$,Millions of Dollars,275.3,*,"Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","{'latitude': '40.485010283', 'longitude': '-88.997710178', 'human_address': '{""address"": """", ""city"": """", ""state"": ""IL"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE006,06
